,conv_id,context,prompt,speaker_utterance,listener_utterance,empathy,pred,empathy_red
2136,hit:931_conv:1862,disgusted,I ordered a hamburger from a restaurant and it was raw in the middle.,I took it back and they had the nerve to ask me if I wanted another one,I am surprised at their behavior. Did you ask for a refund?,3,3,3
2138,hit:8006_conv:16012,embarrassed,I felt like such a tool when I realized that the shirt I was wearing was inside-out. I bet so many people noticed and laughed at me.,I usually pay better attention to my clothing. I must have been really distracted that morning.,Well it will probably never happen again so do not worry about it to much,3,3,3
2140,hit:6959_conv:13918,content,I am feeling this way in my life now_comma_ I am so happy,Thank you! I have the best family!,Not many people are thankful for their family. I am glad you are.,3,3,3
2141,hit:11002_conv:22004,jealous,My neighr got a new riding mower. I'm still stuck with my push mower.,I hate mowing the lawn. I wish I had a riding mower. ,Yeah_comma_ lawn mowing sucks!  Do you have a large lot?,2,2,3
2142,hit:5466_conv:10932,proud,My husband got a promotion!,My husband got a promotion_comma_ it is going to be great for our family!,Ooh_comma_ awesome! I bet everyone is excited! I hope the future holds many more wonderful things for you!,3,3,3
2144,hit:1187_conv:2375,embarrassed,We were recently at a concert and my son had an accident.,It was a very good show_comma_ but the people were so rude. We had to squeeze through a crazy crowd and did not make it to the bathroom in time.,Oh well_comma_ it happens,1,1,1
2145,hit:10676_conv:21352,joyful,I have been feeling very happy lately because my boyfriend and I have finally started to get serious in or relationship. ,I have been feeling very happy lately! :) ,Awesome! Nothing like stringing together a long streak of feeling happy in the world. Anything in particular got you chipper?,3,3,3
2146,hit:941_conv:1882,grateful,My husband was in an accident 2 years ago and broke his back. I was trying to take care of him and 4 kids. The church brought us meals every night for 2 weeks after we came home. It was great.,They were really great and so was the food. My kids did not want them to stop bringing it.,hahaha must be some really great cookers. How many kids do you have?,3,3,3
2149,hit:9987_conv:19974,ashamed,I borrowed a book from the library one time and left it outside. It rained and the book was ruined.,I borrowed a book from the library the other day but I left it outside,That is a dang shame. Did it get rained on?,3,3,3
2150,hit:11445_conv:22894,ashamed,I stole $24 from my friend recently. I keep meaning to slyly pay them back_comma_ but I keep backing out.,I recently stole money from a friend,That is terrible_comma_ I hope you apologized_comma_ or at least returned it and it was stolen for a good reason.,3,3,3
2155,hit:9228_conv:18456,guilty,I stole candy from the store yesterday. I feel bad about it.,I hope so. I have never stolen anything in my life. I feel somewhat bad.,Eh_comma_ it is okay. Do not beat yourself up about it. It is truly a victimless crime. There are much_comma_ much worse things you could have done_comma_ I promise.,3,3,3
2156,hit:1714_conv:3428,sad,I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.,I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.,Did you get sleepy while studying?,1,1,1
2159,hit:4805_conv:9610,ashamed,I made a big mistake on a project for work. Now I'm afraid that it will hurt my career.,No_comma_ this is the first time I have messed up anything like this.,I would not worry too much about it then. Do not let it get you down.,3,3,3
2162,hit:9907_conv:19814,angry,I called my bank to resolve the issue regarding them blocking my debit card. It took me hours until i could get to a representative,Indeed. I was thinking about it recently. In addition_comma_ they had been hiking their annual APR on my credit card without notifying me,Oof_comma_ are they even allowed to do something like that?,3,3,3
2166,hit:6781_conv:13562,lonely,When my boyfriend left me for another woman on Valentine's Day_comma_ that really sucked being left all alone.,It was Valentine's Day_comma_ and the jerk I was dating at the time turns around and tells me he is leaving me for his ex.,Well_comma_ that was absolutely terrible! He certainly picked the worse time to do it. You are right_comma_ he was a jerk!,3,3,3
2168,hit:10843_conv:21686,confident,I remember how very strong I felt when I proposed to my wife that she would accept and make me very happy,When I proposed to my wife I knew she was going to say yes I just felt it,Aw. When you know_comma_ you know. How did you do it?,3,3,3
2169,hit:7528_conv:15056,angry,I did my best in my audition and I still didnt get the part!,I did everything I could and acted my heart out and still didnt get the part.,I am sorry! I am sure something better will come along.,3,3,3
2170,hit:7396_conv:14793,guilty,I don't have money to buy my brother a present.,I do not have money to buy my brother a present.,Aww_comma_ that is sad. I have been there more than I like to admit.,3,3,3
2174,hit:4700_conv:9401,joyful,My family and I went to the county fair last night and had a wonderful time.,I went to the county fair last night with my family.,That sounds like a lot of fun! Did you have a good time?,3,3,3
2180,hit:1467_conv:2934,devastated,when my dog died ,I had to put my dog down at the VETS office. ,Oh no_comma_ I could not imagine! I am so sorry!,3,3,3
2181,hit:9384_conv:18768,caring,About a year ago I almost adopted a child_comma_ but now I'm glad I didn't_comma_ it's too much responsibility.,I almost adopted a child once_comma_ but now I am glad I did not do it_comma_ sometimes we should stay rational.,Hopefully one day you might decide to choose otherwise or have a child of your own.,2,2,3
2183,hit:10972_conv:21944,trusting,I trust my own intuitions when it comes to my health.,Exactly! The human body is interesting!,It is_comma_ everything has to be balanced just right_comma_ or else we feel it.,3,3,3
2184,hit:5271_conv:10542,excited,I am going to Disneyland tomorrow!,I am going to Disneyland tomorrow!,That sound like a lot of fun! Will it be your first time?,3,3,3
2188,hit:6899_conv:13798,content,We just moved our family into a new house and finally finished unpacking_comma_ are all settled_comma_ and getting into a schedule again.  I'm so happy and love being able to relax.,Yes!  Its only a tad bigger than our last place but its set up so much better. The space is used so much better. ,That makes a big difference. Getting your feng shui on the go!,3,3,3
2189,hit:12407_conv:24814,anxious,I am excited about going on vacation.,I get to go on vacation with my husband and kids on Monday. I am so excited!,That is great. Where are you going?,3,3,3
2191,hit:8713_conv:17427,angry,When I got through shopping there was a scrape on my car door where someone had banged their door into it. They didn't leave a note and I was enraged.,People just do not seem to have any respect for other peoples property anymore.,I agree_comma_ some people just do not care about anyone but themselves. It is sad.,3,3,3
2192,hit:11754_conv:23508,jealous,My friend just bought a car that I have been trying to afford for months!,Its a Tesla. I am beyond envious of him. It might take me another 3 years before I can buy one.,Those are nice cars_comma_ but keep working_comma_ it will come in due time,3,3,3
2194,hit:4003_conv:8007,angry,Took son to ER because of sore throat.  They said it was just a virus and sent him home.  Still sick 2 days later_comma_ took to his doctor.  Just sore throat_comma_ heres some antibiotics.  Getting worse_comma_ took to ENT_comma_ Severe strep throat_comma_  here is the correct antibiotic.  That worked.  ER visit bill_comma_ DR bill and ENT bill_comma_ for a simple sore throat!,Well_comma_ after a few days of getting worse_comma_ took him to his primary dr.  He gave antibiotics for a sore throat.,Well I am glad he got some antibiotics for it. I hope that helped enough!,3,3,3
